date,time,group,subject,session,build,AGE_response,AGE_latency,Gender_response,Gender_latency,Ethnicity_response,Ethnicity_latency,Education_response,Education_latency,English_response,English_latency,PolAff1_response,PolAff1_latency,PolAff2_response,PolAff2_latency,NCS1_response,NCS1_latency,NCS2_response,NCS2_latency,NCS3_response,NCS3_latency,NCS4_response,NCS4_latency,NCS5_response,NCS5_latency,NCS6_response,NCS6_latency,CRT1_response,CRT1_latency,CRT2_response,CRT2_latency,CRT3_response,CRT3_latency,BDM1_30_response,BDM1_30_latency,BDM2_50_response,BDM2_50_latency,BDM3_70_response,BDM3_70_latency,BDM4_80_response,BDM4_80_latency,BDM5_90_response,BDM5_90_latency,SCES1_S_response,SCES1_S_latency,SCES2_E_response,SCES2_E_latency,SCES3_S_response,SCES3_S_latency,SCES4_S_response,SCES4_S_latency,SCES5_E_response,SCES5_E_latency,SCES6_E_response,SCES6_E_latency,SCES7_S_response,SCES7_S_latency,SCES8_S_response,SCES8_S_latency,SCES9_E_response,SCES9_E_latency,SCES10_E_response,SCES10_E_latency,SCES11_S_response,SCES11_S_latency,SCES12_S_response,SCES12_S_latency,Last_1_response,Last_1_latency
8/15/21,19:36:43,4,REMOVED,1,6.4.2,42,15633,Female,15633,African-American,15633,Bachelor's Degree,15633,Yes,15633,Neither liberal nor conservative,9835,Democrat,9835,6,54564,6,54564,2,54564,2,54564,6,54564,6,54564,10cents,222872,100,222872,24,222872,PointOne,293955,TheRandomlySelectedPerson,293955,14,293955,20,293955,1in10,293955,100,55504,86,55504,86,55504,73,55504,100,55504,49,55504,81,55504,68,55504,60,55504,43,55504,88,55504,32,55504,,7947
8/15/21,19:28:36,1,REMOVED,1,6.4.2,56,13851,Male,13851,Caucasian,13851,Bachelor's Degree,13851,Yes,13851,Closer to conservatives,9048,Republican,9048,5,46439,5,46439,5,46439,5,46439,5,46439,6,46439,10,810903,5,810903,24,810903,1,451168,person,451168,64,451168,20,451168,1in10,451168,18,90520,19,90520,94,90520,83,90520,56,90520,61,90520,80,90520,84,90520,59,90520,80,90520,76,90520,82,90520,,10478
8/15/21,19:38:19,1,REMOVED,1,6.4.2,38,12575,Female,12575,Caucasian,12575,Master's Degree,12575,Yes,12575,Closer to liberals,5137,Democrat,5137,4,42416,5,42416,3,42416,3,42416,5,42416,5,42416,5cents,212940,5minutes,212940,47days,212940,1tenth,206641,atrisk,206641,64,206641,20,206641,1in10,206641,100,45827,62,45827,26,45827,0,45827,73,45827,0,45827,57,45827,36,45827,63,45827,37,45827,50,45827,40,45827,,15841
8/15/21,21:35:50,3,REMOVED,1,6.4.2,36,8424,Male,8424,Asian,8424,High School,8424,Yes,8424,Closer to conservatives,4369,Republican,4369,4,20437,5,20437,3,20437,4,20437,5,20437,5,20437,5,53265,5,53265,47,53265,100,154869,doctor,154869,64,154869,20,154869,1in10,154869,0,39738,71,39738,97,39738,51,39738,52,39738,83,39738,81,39738,86,39738,90,39738,82,39738,86,39738,87,39738,Interesting part about the math riddles,28005
8/15/21,20:56:01,1,REMOVED,1,6.4.2,60,18292,Male,18292,Caucasian,18292,Associate's Degree,18292,Yes,18292,Somewhat liberal,9423,Democrat,9423,6,47404,6,47404,2,47404,2,47404,6,47404,6,47404,10,111397,5minutes,111397,47,111397,1,202277,randomlyselectedperson,202277,64percent,202277,20,202277,1in10,202277,97,93348,47,93348,60,93348,0,93348,59,93348,37,93348,49,93348,18,93348,72,93348,56,93348,68,93348,69,93348,,9543
8/16/21,1:45:05,4,REMOVED,1,6.4.2,31,13660,Male,13660,Caucasian,13660,Bachelor's Degree,13660,Yes,13660,Neither liberal nor conservative,10485,Independent,10485,4,26176,6,26176,2,26176,2,26176,5,26176,5,26176,10cents,188549,100,188549,5days,188549,0point1percent,175168,doctor,175168,64percent,175168,20,175168,1in10,175168,8,62914,76,62914,76,62914,92,62914,50,62914,100,62914,100,62914,100,62914,73,62914,45,62914,88,62914,90,62914,Good luck with your research endeavors!,24656
8/16/21,5:06:07,3,REMOVED,1,6.4.2,62,15904,Female,15904,Caucasian,15904,High School,15904,Yes,15904,Somewhat liberal,15358,Democrat,15358,5,75321,5,75321,3,75321,2,75321,6,75321,4,75321,5cents,418830,20min,418830,47days,418830,1tenth,371236,skip,371236,64percent,371236,20percent,371236,1in10,371236,100,75222,38,75222,72,75222,0,75222,91,75222,58,75222,51,75222,40,75222,68,75222,61,75222,74,75222,57,75222,,26187
8/16/21,10:37:13,2,REMOVED,1,6.4.2,31,13132,Female,13132,Hispanic,13132,Bachelor's Degree,13132,Yes,13132,Closer to conservatives,7700,Independent,7700,4,29620,5,29620,2,29620,3,29620,6,29620,5,29620,5,22900,5,22900,47,22900,1,124851,doctor,124851,64,124851,20,124851,1in10,124851,0,17339,57,17339,59,17339,86,17339,50,17339,50,17339,50,17339,50,17339,50,17339,84,17339,97,17339,63,17339,,3271
8/16/21,13:07:16,4,REMOVED,1,6.4.2,22,7472,Male,7472,Caucasian,7472,Bachelor's Degree,7472,Yes,7472,Closer to conservatives,5667,Independent,5667,6,25244,7,25244,2,25244,2,25244,7,25244,6,25244,10,63644,5,63644,47,63644,1,159658,Person,159658,64,159658,20,159658,1in10,159658,67,46830,64,46830,76,46830,0,46830,66,46830,54,46830,50,46830,51,46830,80,46830,72,46830,79,46830,64,46830,,6691
8/16/21,16:08:02,2,REMOVED,1,6.4.2,31,11749,Female,11749,Asian,11749,Master's Degree,11749,No,11749,Somewhat liberal,4885,Democrat,4885,4,35338,4,35338,3,35338,2,35338,4,35338,6,35338,5cents,135717,5,135717,47,135717,1,161397,atriskpopulation,161397,64percent,161397,20percent,161397,1in10,161397,85,21015,50,21015,34,21015,62,21015,50,21015,50,21015,50,21015,50,21015,50,21015,50,21015,50,21015,83,21015,,2773
8/16/21,16:41:15,4,REMOVED,1,6.4.2,52,15547,Female,15547,Caucasian,15547,Associate's Degree,15547,Yes,15547,Neither liberal nor conservative,7195,Democrat,7195,5,27175,6,27175,3,27175,2,27175,5,27175,5,27175,10,43732,100,43732,47,43732,1,135108,person,135108,64,135108,25,135108,1in10,135108,50,57584,68,57584,77,57584,38,57584,37,57584,19,57584,50,57584,50,57584,100,57584,100,57584,50,57584,88,57584,,3545
8/16/21,17:54:30,3,REMOVED,1,6.4.2,27,10071,Male,10071,Caucasian,10071,Bachelor's Degree,10071,Yes,10071,Very liberal,8922,Other,8922,6,37063,4,37063,2,37063,2,37063,6,37063,6,37063,5cents,53237,5minutes,53237,47,53237,1tenth,134612,same,134612,64,134612,20,134612,1in10,134612,100,63859,38,63859,28,63859,0,63859,96,63859,59,63859,44,63859,4,63859,58,63859,28,63859,29,63859,17,63859,,7293
8/16/21,17:07:32,3,REMOVED,1,6.4.2,23,13996,Female,13996,Hispanic,13996,Associate's Degree,13996,Yes,13996,Very conservative,12666,Republican,12666,1,23761,5,23761,7,23761,7,23761,5,23761,7,23761,5,219047,100,219047,47,219047,1,151945,PERSON,151945,32,151945,20,151945,1IN10,151945,0,45158,100,45158,100,45158,100,45158,0,45158,100,45158,100,45158,100,45158,100,45158,96,45158,100,45158,100,45158,This was very confusing and I did not understand how to preform the task. ,31879
8/17/21,5:15:10,4,REMOVED,1,6.4.2,25,8688,Female,8688,Caucasian,8688,Bachelor's Degree,8688,Yes,8688,Very conservative,4275,Republican,4275,4,14708,7,14708,1,14708,1,14708,7,14708,7,14708,10cents,54630,100,54630,24,54630,point1,129856,person,129856,64,129856,20,129856,1in10,129856,50,36961,99,36961,30,36961,0,36961,83,36961,99,36961,97,36961,99,36961,99,36961,99,36961,97,36961,99,36961,,6202
8/17/21,9:05:31,1,REMOVED,1,6.4.2,34,9230,Male,9230,Hispanic,9230,High School,9230,Yes,9230,Closer to liberals,4544,Democrat,4544,4,14921,3,14921,6,14921,4,14921,3,14921,6,14921,10,32419,100minutes,32419,24,32419,3,55272,doctor,55272,24,55272,20percent,55272,1in10,55272,64,22489,15,22489,69,22489,24,22489,74,22489,38,22489,41,22489,38,22489,40,22489,39,22489,50,22489,52,22489,no comments,11307
8/17/21,11:30:48,1,REMOVED,1,6.4.2,65,24132,Female,24132,African-American,24132,Associate's Degree,24132,Yes,24132,Neither liberal nor conservative,23199,Democrat,23199,4,74937,3,74937,3,74937,4,74937,3,74937,4,74937,10CENT,199237,500,199237,24,199237,2,240510,DOCTORS5,240510,5,240510,10,240510,1IN10,240510,51,182195,55,182195,27,182195,64,182195,78,182195,66,182195,86,182195,79,182195,77,182195,80,182195,64,182195,51,182195,,5753
8/17/21,10:32:52,4,REMOVED,1,6.4.2,41,10882,Female,10882,Caucasian,10882,Associate's Degree,10882,Yes,10882,Very liberal,4167,Democrat,4167,4,20600,4,20600,4,20600,5,20600,6,20600,5,20600,10,21863,1000,21863,24,21863,20,41628,42,41628,4,41628,2,41628,1in10,41628,52,23066,53,23066,29,23066,58,23066,63,23066,47,23066,61,23066,57,23066,60,23066,59,23066,73,23066,57,23066,,2360
8/17/21,17:39:25,1,REMOVED,1,6.4.2,42,19291,Male,19291,Caucasian,19291,High School,19291,Yes,19291,Somewhat conservative,12489,Republican,12489,2,42611,4,42611,2,42611,2,42611,6,42611,5,42611,fivecents,172353,5minutes,172353,47,172353,onetenthofapercent,214764,person,214764,64,214764,5,214764,1in10,214764,8,70389,88,70389,78,70389,85,70389,56,70389,56,70389,73,70389,53,70389,75,70389,56,70389,79,70389,56,70389,"Some parts of the study I did not understand(the beginning), and the rest was just poorly made(the rest).",59434
8/18/21,9:39:19,1,REMOVED,1,6.4.1,46,23864,Male,23864,Caucasian,23864,Bachelor's Degree,23864,Yes,23864,Somewhat conservative,6872,Democrat,6872,5,45248,6,45248,5,45248,4,45248,3,45248,5,45248,5,175445,100,175445,24,175445,100,111174,100,111174,32,111174,50,111174,1in10,111174,55,39266,64,39266,43,39266,66,39266,75,39266,67,39266,36,39266,57,39266,63,39266,58,39266,42,39266,63,39266,,6234
8/18/21,15:52:57,1,REMOVED,1,6.4.2,29,13202,Male,13202,Hispanic,13202,Bachelor's Degree,13202,Yes,13202,Somewhat liberal,11968,Democrat,11968,4,25805,5,25805,5,25805,4,25805,6,25805,5,25805,10,29756,100,29756,24,29756,100,81010,100,81010,4,81010,2,81010,100,81010,76,32798,54,32798,51,32798,53,32798,54,32798,56,32798,50,32798,50,32798,50,32798,56,32798,48,32798,51,32798,i like this survey ,13195
8/18/21,10:51:56,3,REMOVED,1,6.4.2,20,20499,Male,20499,Caucasian,20499,High School,20499,Yes,20499,Somewhat conservative,6110,Republican,6110,2,156901,4,156901,6,156901,6,156901,2,156901,2,156901,5cents,485570,5,485570,24,485570,1,594865,1,594865,64,594865,20,594865,1in10,594865,0,81557,77,81557,90,81557,100,81557,84,81557,93,81557,100,81557,91,81557,77,81557,100,81557,100,81557,87,81557,In the answers it was not possible to put a point.,48912
8/18/21,10:17:40,1,REMOVED,1,6.4.1,35,12981,Male,12981,African-American,12981,Master's Degree,12981,Yes,12981,Somewhat liberal,5084,Democrat,5084,4,14479,5,14479,5,14479,5,14479,6,14479,4,14479,20,82045,500,82045,47,82045,100,125552,1,125552,64,125552,20,125552,1IN100,125552,78,38865,77,38865,85,38865,72,38865,76,38865,66,38865,76,38865,75,38865,39,38865,63,38865,70,38865,65,38865,VEFY NIC AND VERY WELL,22516
8/18/21,10:15:37,2,REMOVED,1,6.4.1,37,14068,Female,14068,Asian,14068,Master's Degree,14068,Yes,14068,Closer to conservatives,12859,Democrat,12859,4,58750,4,58750,2,58750,4,58750,5,58750,4,58750,5cents,110486,5,110486,47,110486,point1,193348,randomlyselectedperson,193348,64,193348,20,193348,1in100,193348,65,50602,69,50602,87,50602,39,50602,27,50602,7,50602,21,50602,68,50602,72,50602,77,50602,88,50602,86,50602,Text box do not accept special characters in previous screens like I was not able to write point . in my answers,46174
8/18/21,10:35:35,4,REMOVED,1,6.4.1,41,153831,Male,153831,Hispanic,153831,Master's Degree,153831,Yes,153831,Somewhat liberal,19952,Republican,19952,6,16273,7,16273,5,16273,6,16273,4,16273,7,16273,1,119249,100,119249,24,119249,10,188776,100,188776,14,188776,80,188776,10in1,188776,95,25193,87,25193,85,25193,89,25193,88,25193,76,25193,79,25193,84,25193,87,25193,84,25193,87,25193,76,25193,good,7099
8/18/21,9:40:55,2,REMOVED,1,6.4.0,34,15135,Male,15135,Caucasian,15135,Associate's Degree,15135,Yes,15135,Somewhat liberal,9333,Democrat,9333,6,9142,7,9142,6,9142,7,9142,7,9142,7,9142,10,14682,100,14682,24,14682,10,36229,2,36229,5,36229,20,36229,1in10,36229,67,30199,82,30199,70,30199,76,30199,72,30199,90,30199,88,30199,67,30199,62,30199,88,30199,75,30199,53,30199,,2763
8/18/21,11:31:17,1,REMOVED,1,6.4.2,22,12596,Male,12596,African-American,12596,Associate's Degree,12596,Yes,12596,Closer to conservatives,11694,Republican,11694,5,25890,5,25890,3,25890,4,25890,5,25890,5,25890,10,145031,100,145031,24,145031,1,233140,person,233140,64,233140,20,233140,1in10,233140,24,44023,65,44023,48,44023,42,44023,45,44023,36,44023,69,44023,70,44023,58,44023,77,44023,76,44023,76,44023,,41215
8/18/21,10:52:58,1,REMOVED,1,6.4.1,41,14988,Male,14988,African-American,14988,Bachelor's Degree,14988,Yes,14988,Somewhat liberal,11562,Republican,11562,6,17763,4,17763,6,17763,6,17763,7,17763,7,17763,1,73216,100,73216,22,73216,100,58600,40,58600,5,58600,80,58600,1000,58600,76,46768,63,46768,70,46768,64,46768,67,46768,76,46768,87,46768,94,46768,66,46768,63,46768,61,46768,80,46768,new experience,53130
8/18/21,9:45:38,1,REMOVED,1,6.4.2,33,17948,Female,17948,Caucasian,17948,Associate's Degree,17948,Yes,17948,Very conservative,10780,Republican,10780,3,67915,3,67915,5,67915,4,67915,5,67915,4,67915,0,110157,100,110157,12,110157,3,187989,doctor,187989,128,187989,20,187989,1in10,187989,0,83702,65,83702,79,83702,92,83702,49,83702,78,83702,100,83702,100,83702,92,83702,91,83702,100,83702,74,83702,Maybe a better explanation on what the numbers are.,37086
8/18/21,11:00:14,2,REMOVED,1,6.4.2,47,33561,Male,33561,African-American,33561,Master's Degree,33561,Yes,33561,Very liberal,5501,Democrat,5501,1,27159,7,27159,7,27159,6,27159,6,27159,6,27159,10,35505,100,35505,24,35505,100,49414,1000,49414,10,49414,50,49414,100,49414,86,30505,86,30505,70,30505,99,30505,90,30505,99,30505,97,30505,83,30505,95,30505,96,30505,95,30505,96,30505,like it,7984
8/18/21,20:27:43,3,REMOVED,1,6.4.2,28,9445,Male,9445,Asian,9445,Bachelor's Degree,9445,No,9445,Neither liberal nor conservative,6120,Independent,6120,6,33341,6,33341,1,33341,2,33341,6,33341,7,33341,5,103138,5,103138,47,103138,1,220281,people,220281,64,220281,20,220281,3,220281,71,31207,16,31207,63,31207,78,31207,79,31207,15,31207,61,31207,78,31207,70,31207,59,31207,69,31207,88,31207,,4231
8/18/21,11:24:39,1,REMOVED,1,6.4.2,36,24503,Male,24503,Caucasian,24503,High School,24503,No,24503,Somewhat conservative,18865,Independent,18865,5,54097,6,54097,4,54097,6,54097,6,54097,5,54097,10,125499,100minutes,125499,47,125499,1,265738,person,265738,64,265738,20,265738,1in10,265738,9,42462,53,42462,50,42462,50,42462,50,42462,50,42462,50,42462,72,42462,55,42462,70,42462,78,42462,57,42462,,6402
8/18/21,10:59:41,1,REMOVED,1,6.4.2,45,99857,Male,99857,African-American,99857,Bachelor's Degree,99857,Yes,99857,Closer to conservatives,25034,Republican,25034,7,52850,7,52850,1,52850,7,52850,1,52850,7,52850,10,171565,100,171565,24,171565,100,487917,sarsvirus,487917,36,487917,60,487917,1in10,487917,59,71905,56,71905,60,71905,72,71905,63,71905,53,71905,100,71905,64,71905,61,71905,69,71905,63,71905,65,71905,no more comments in this survey,76158
8/18/21,12:30:43,2,REMOVED,1,6.4.2,24,13751,Male,13751,Hispanic,13751,Bachelor's Degree,13751,Yes,13751,Somewhat liberal,4237,Democrat,4237,3,40657,7,40657,2,40657,4,40657,6,40657,6,40657,5,267356,5,267356,47,267356,1,454770,person,454770,65,454770,20,454770,1in10,454770,85,41827,13,41827,55,41827,14,41827,76,41827,7,41827,8,41827,3,41827,8,41827,37,41827,22,41827,42,41827,none,10781
8/18/21,22:04:04,4,REMOVED,1,6.4.2,47,13030,Male,13030,Hispanic,13030,Master's Degree,13030,Yes,13030,Closer to conservatives,7322,Republican,7322,4,23625,5,23625,4,23625,4,23625,6,23625,4,23625,10,13812,100,13812,24,13812,1000,48740,100,48740,6,48740,5,48740,0,48740,67,32715,60,32715,68,32715,69,32715,67,32715,73,32715,76,32715,70,32715,74,32715,75,32715,71,32715,71,32715,NONE,13210
8/18/21,13:02:37,3,REMOVED,1,6.4.1,39,33764,Male,33764,African-American,33764,Master's Degree,33764,Yes,33764,Very conservative,12455,Republican,12455,5,45952,3,45952,1,45952,7,45952,4,45952,5,45952,10,38242,100,38242,24,38242,80,410281,100,410281,7,410281,5,410281,1in100,410281,90,138235,48,138235,82,138235,89,138235,67,138235,84,138235,59,138235,81,138235,100,138235,66,138235,95,138235,75,138235,This survey is good,167901
8/18/21,13:13:21,2,REMOVED,1,6.4.2,33,38707,Female,38707,Hispanic,38707,High School,38707,Yes,38707,Very conservative,6201,Republican,6201,6,40761,7,40761,1,40761,1,40761,7,40761,7,40761,10cents,193450,onehourandfortymin,193450,24,193450,1,371398,people,371398,256,371398,2,371398,1in10,371398,0,87793,33,87793,100,87793,100,87793,33,87793,100,87793,100,87793,100,87793,50,87793,50,87793,100,87793,100,87793,,6128
8/18/21,14:30:09,3,REMOVED,1,6.4.1,41,15099,Male,15099,Caucasian,15099,Bachelor's Degree,15099,Yes,15099,Closer to conservatives,6687,Democrat,6687,5,13424,6,13424,5,13424,7,13424,4,13424,5,13424,10,13573,5,13573,24,13573,10,59347,20,59347,64,59347,20,59347,10,59347,20,48278,65,48278,92,48278,68,48278,91,48278,83,48278,73,48278,86,48278,66,48278,89,48278,75,48278,87,48278,Good,6266
8/18/21,13:41:36,2,REMOVED,1,6.4.2,21,11889,Male,11889,Caucasian,11889,Master's Degree,11889,Yes,11889,Very conservative,5218,Republican,5218,4,29310,5,29310,3,29310,4,29310,5,29310,5,29310,0,117008,5,117008,47,117008,point1,70691,2,70691,4,70691,20,70691,1in10,70691,0,38973,100,38973,100,38973,91,38973,0,38973,82,38973,100,38973,100,38973,100,38973,100,38973,100,38973,100,38973,,2460
8/18/21,21:26:43,4,REMOVED,1,6.4.1,36,56886,Male,56886,Caucasian,56886,Master's Degree,56886,Yes,56886,Very conservative,18243,Republican,18243,5,34569,3,34569,6,34569,7,34569,4,34569,2,34569,10,18190,100,18190,24,18190,2,43996,10,43996,3,43996,20,43996,1,43996,73,40591,96,40591,77,40591,90,40591,80,40591,76,40591,91,40591,96,40591,89,40591,98,40591,95,40591,84,40591,This survey is very interesting.,15863
8/18/21,21:20:08,1,REMOVED,1,6.4.2,21,11761,Female,11761,Caucasian,11761,High School,11761,Yes,11761,Somewhat conservative,7567,Republican,7567,6,101232,6,101232,2,101232,2,101232,7,101232,7,101232,5cents,109383,5mins,109383,47,109383,1,216047,person,216047,64,216047,20,216047,1in10,216047,0,95122,100,95122,100,95122,100,95122,0,95122,100,95122,100,95122,100,95122,50,95122,100,95122,100,95122,100,95122,,6868
8/19/21,10:38:57,4,REMOVED,1,6.4.2,41,28114,Female,28114,Caucasian,28114,Master's Degree,28114,Yes,28114,Very conservative,14155,Republican,14155,6,40802,7,40802,5,40802,7,40802,6,40802,5,40802,210,97646,100,97646,24,97646,100,83921,100,83921,7,83921,80,83921,10,83921,84,38295,100,38295,79,38295,85,38295,71,38295,100,38295,93,38295,71,38295,86,38295,77,38295,84,38295,72,38295,Survey is very likely.,16759
8/20/21,11:26:41,1,REMOVED,1,6.4.2,21,14159,Female,14159,Caucasian,14159,High School,14159,Yes,14159,Closer to conservatives,5439,Independent,5439,5,24942,5,24942,2,24942,2,24942,7,24942,6,24942,5,249922,100,249922,47,249922,1,136764,atrisk,136764,64,136764,20,136764,10,136764,28,34054,77,34054,71,34054,100,34054,34,34054,73,34054,100,34054,100,34054,78,34054,96,34054,100,34054,100,34054,,4244
8/21/21,9:26:08,2,REMOVED,1,6.4.1,41,12523,Female,12523,Caucasian,12523,Bachelor's Degree,12523,Yes,12523,Somewhat conservative,5998,Republican,5998,4,13870,6,13870,5,13870,7,13870,6,13870,7,13870,10,10899,100,10899,24,10899,100,22120,100,22120,10,22120,80,22120,10,22120,80,26731,91,26731,74,26731,86,26731,93,26731,75,26731,87,26731,95,26731,76,26731,94,26731,75,26731,84,26731,Survey is very different.,11617
8/22/21,14:22:04,2,REMOVED,1,6.4.2,24,14327,Male,14327,Caucasian,14327,High School,14327,Yes,14327,Neither liberal nor conservative,6074,Independent,6074,2,22683,6,22683,4,22683,7,22683,7,22683,4,22683,Adime,75980,FiveMinutes,75980,47,75980,TenthOfAPercent,164985,AtRiskPopulation,164985,64Percent,164985,20PercentOr1in5,164985,1in10thelatter,164985,50,46540,56,46540,67,46540,0,46540,29,46540,83,46540,59,46540,60,46540,61,46540,59,46540,81,46540,0,46540,,5513
8/22/21,18:13:29,1,REMOVED,1,6.4.2,38,14489,Male,14489,Caucasian,14489,High School,14489,Yes,14489,Very conservative,7449,Libertarian,7449,6,58628,6,58628,2,58628,3,58628,6,58628,6,58628,10CENTS,99347,5MINUTES,99347,47DAYS,99347,1,121826,CIVILIANS,121826,14,121826,20,121826,1IN10,121826,15,67012,100,67012,100,67012,24,67012,0,67012,100,67012,76,67012,83,67012,75,67012,85,67012,89,67012,96,67012,,4444
8/24/21,20:13:41,2,REMOVED,1,6.5.0,,72,,72,,72,,72,,72,Neither liberal nor conservative,16641,Republican,16641,,13960,,13960,,13960,,13960,7,13960,6,13960,10,64006,100,64006,24,64006,1,80595,8,80595,5,80595,5,80595,10,80595,64,5355,50,5355,50,5355,50,5355,50,5355,50,5355,50,5355,50,5355,50,5355,50,5355,50,5355,50,5355,,6890
8/25/21,17:04:15,3,REMOVED,1,6.4.2,40,12236,Male,12236,Caucasian,12236,Bachelor's Degree,12236,Yes,12236,Closer to conservatives,9355,Libertarian,9355,3,43333,5,43333,2,43333,6,43333,6,43333,6,43333,5,159168,100,159168,47,159168,1,163065,atrisk,163065,64,163065,20,163065,1in10,163065,7,49110,100,49110,71,49110,32,49110,26,49110,100,49110,59,49110,44,49110,85,49110,63,49110,64,49110,61,49110,,6034
8/25/21,22:33:22,3,REMOVED,1,6.4.2,30,11257,Female,11257,Caucasian,11257,Bachelor's Degree,11257,Yes,11257,Closer to conservatives,5632,Republican,5632,2,36140,6,36140,2,36140,2,36140,6,36140,4,36140,10,64177,100,64177,24,64177,1,124570,person,124570,64,124570,20,124570,1in10,124570,50,49409,57,49409,87,49409,23,49409,24,49409,60,49409,50,49409,28,49409,100,49409,100,49409,85,49409,70,49409,,4173
8/26/21,16:09:49,4,REMOVED,1,6.4.2,20,10785,Male,10785,Asian,10785,Associate's Degree,10785,Yes,10785,Neither liberal nor conservative,5500,Independent,5500,3,46858,3,46858,6,46858,5,46858,4,46858,3,46858,5,158075,5,158075,47,158075,point1percent,212246,person,212246,64,212246,20,212246,1in10,212246,69,62734,78,62734,100,62734,51,62734,93,62734,80,62734,51,62734,23,62734,92,62734,92,62734,100,62734,67,62734,,8414
8/26/21,17:04:00,1,REMOVED,1,6.4.2,33,9692,Female,9692,Caucasian,9692,Associate's Degree,9692,Yes,9692,Closer to conservatives,4303,Republican,4303,3,32499,4,32499,4,32499,4,32499,6,32499,5,32499,10,40263,5minutes,40263,47,40263,1,227338,doctor,227338,7,227338,20,227338,1in10,227338,0,110906,92,110906,92,110906,89,110906,68,110906,69,110906,96,110906,93,110906,93,110906,80,110906,99,110906,83,110906,,5336
8/26/21,22:56:07,2,REMOVED,1,6.4.2,22,8547,Female,8547,Caucasian,8547,Bachelor's Degree,8547,Yes,8547,Very conservative,4224,Republican,4224,6,18375,6,18375,2,18375,2,18375,6,18375,6,18375,10,31798,100,31798,24,31798,1,119509,Person,119509,64,119509,20,119509,1in10,119509,15,42702,84,42702,66,42702,63,42702,38,42702,59,42702,59,42702,63,42702,77,42702,90,42702,66,42702,82,42702,,5977
8/27/21,8:31:52,1,REMOVED,1,6.4.2,34,35602,Female,35602,Caucasian,35602,Associate's Degree,35602,Yes,35602,Somewhat conservative,10924,Republican,10924,5,112647,4,112647,2,112647,4,112647,6,112647,5,112647,10cents,93749,5minutes,93749,24days,93749,point1,209908,person,209908,64,209908,20,209908,1in10,209908,49,75009,76,75009,50,75009,41,75009,50,75009,100,75009,50,75009,50,75009,60,75009,50,75009,82,75009,50,75009,"Some of this was very hard to understand, and some of the questions would not allow me to write proper answers. ",32640
8/27/21,17:12:56,2,REMOVED,1,6.4.1,41,11069,Female,11069,Caucasian,11069,Bachelor's Degree,11069,Yes,11069,Very conservative,5534,Republican,5534,6,8568,4,8568,4,8568,6,8568,7,8568,5,8568,100,42296,5,42296,84,42296,200,29905,150,29905,69,29905,24,29905,190,29905,92,34760,88,34760,97,34760,86,34760,95,34760,57,34760,86,34760,94,34760,87,34760,69,34760,86,34760,91,34760,The survey is very knowledge improvement.,19298
8/27/21,16:19:27,3,REMOVED,1,6.5.0,41,71018,Female,71018,Caucasian,71018,Associate's Degree,71018,Yes,71018,Somewhat conservative,22632,Republican,22632,6,52130,6,52130,1,52130,1,52130,7,52130,2,52130,5,365981,5,365981,47,365981,,0,,0,,0,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,
8/27/21,19:59:11,4,REMOVED,1,6.5.0,22,10121,Female,10121,Caucasian,10121,High School,10121,Yes,10121,Somewhat conservative,5060,Republican,5060,3,27817,2,27817,3,27817,3,27817,5,27817,4,27817,10cents,55039,100minutes,55039,24,55039,1percent,117999,people,117999,14percent,117999,20,117999,1in10,117999,95,33421,52,33421,71,33421,5,33421,26,33421,100,33421,42,33421,16,33421,22,33421,51,33421,41,33421,50,33421,,6230
8/28/21,9:35:07,2,REMOVED,1,6.4.2,27,16307,Male,16307,Caucasian,16307,Bachelor's Degree,16307,Yes,16307,Closer to conservatives,7771,Independent,7771,6,39897,6,39897,1,39897,1,39897,5,39897,7,39897,5cents,235035,5minutes,235035,16,235035,point1percent,188957,randomlyselectedperson,188957,64in100,188957,20percent,188957,1in10,188957,29,40595,49,40595,66,40595,64,40595,41,40595,64,40595,50,40595,50,40595,57,40595,76,40595,51,40595,60,40595,Thanks guys! Much appreciated. ,19600
8/30/21,23:16:59,3,REMOVED,1,6.5.0,42,26179,Female,26179,Hispanic,26179,,26179,,26179,Closer to conservatives,19735,Republican,19735,5,101786,6,101786,1,101786,1,101786,5,101786,6,101786,10,138249,5,138249,24,138249,1,649665,atriskpopulation,649665,64,649665,20,649665,1in10,649665,20,99882,71,99882,50,99882,50,99882,50,99882,50,99882,50,99882,50,99882,50,99882,50,99882,50,99882,50,99882,,20783
8/31/21,0:31:08,1,REMOVED,1,6.4.2,44,19920,Female,19920,Caucasian,19920,Associate's Degree,19920,Yes,19920,Closer to conservatives,7504,Republican,7504,4,38462,6,38462,4,38462,5,38462,4,38462,6,38462,10,56140,20,56140,24,56140,1,248774,person,248774,64,248774,2,248774,1in10,248774,38,72580,5,72580,91,72580,80,72580,28,72580,86,72580,45,72580,45,72580,91,72580,95,72580,88,72580,93,72580,,3996
8/31/21,0:41:48,2,REMOVED,1,6.5.0,,35,,35,,35,,35,,35,Closer to liberals,12625,Republican,12625,7,95923,7,95923,7,95923,7,95923,,95923,7,95923,10,46873,100,46873,24,46873,1,252699,2,252699,4,252699,20,252699,1,252699,0,3918,50,3918,50,3918,50,3918,50,3918,50,3918,50,3918,50,3918,50,3918,50,3918,50,3918,50,3918,,9357